"method","n.dims","left.out.obs","fn","fp"
"CCA-LDA",2,1,5,12
"CCA-LDA",2,2,6,9
"CCA-LDA",2,3,5,11
"CCA-LDA",2,4,4,11
"CCA-LDA",2,5,5,12
"CCA-LDA",2,6,5,11
"CCA-LDA",2,7,5,11
"CCA-LDA",2,8,4,12
"CCA-LDA",2,9,5,11
"CCA-LDA",2,10,5,11
"CCA-LDA",2,11,4,11
"CCA-LDA",2,12,5,11
"CCA-LDA",2,13,4,10
"CCA-LDA",2,14,6,10
"CCA-LDA",2,15,6,10
"CCA-LDA",2,16,5,11
"CCA-LDA",2,17,5,10
"CCA-LDA",2,18,5,9
"CCA-LDA",2,19,5,11
"CCA-LDA",2,20,5,11
"CCA-LDA",2,21,5,11
"CCA-LDA",2,22,5,11
"CCA-LDA",2,23,5,11
"CCA-LDA",2,24,5,11
"CCA-LDA",2,25,6,10
"CCA-LDA",2,26,5,11
"CCA-LDA",2,27,5,10
"CCA-LDA",2,28,5,11
"CCA-LDA",2,29,5,11
"CCA-LDA",2,30,5,9
"CCA-LDA",2,31,5,11
"CCA-LDA",2,32,5,11
"CCA-LDA",2,33,5,11
"CCA-LDA",2,34,5,11
"CCA-LDA",2,35,5,11
"CCA-LDA",2,36,5,11
"CCA-LDA",2,37,5,10
"CCA-LDA",2,38,6,10
"CCA-LDA",2,39,5,11
"CCA-LDA",2,40,5,10
"CCA-LDA",2,41,5,10
"CCA-LDA",2,42,5,10
"CCA-LDA",2,43,5,11
"CCA-LDA",3,1,4,9
"CCA-LDA",3,2,4,9
"CCA-LDA",3,3,4,9
"CCA-LDA",3,4,4,8
"CCA-LDA",3,5,4,9
"CCA-LDA",3,6,3,9
"CCA-LDA",3,7,4,9
"CCA-LDA",3,8,3,9
"CCA-LDA",3,9,4,9
"CCA-LDA",3,10,4,9
"CCA-LDA",3,11,4,8
"CCA-LDA",3,12,2,10
"CCA-LDA",3,13,3,8
"CCA-LDA",3,14,4,9
"CCA-LDA",3,15,4,9
"CCA-LDA",3,16,4,9
"CCA-LDA",3,17,4,8
"CCA-LDA",3,18,4,8
"CCA-LDA",3,19,4,9
"CCA-LDA",3,20,4,9
"CCA-LDA",3,21,4,9
"CCA-LDA",3,22,4,9
"CCA-LDA",3,23,4,9
"CCA-LDA",3,24,4,8
"CCA-LDA",3,25,4,9
"CCA-LDA",3,26,4,8
"CCA-LDA",3,27,4,9
"CCA-LDA",3,28,4,8
"CCA-LDA",3,29,4,9
"CCA-LDA",3,30,4,8
"CCA-LDA",3,31,4,8
"CCA-LDA",3,32,4,9
"CCA-LDA",3,33,4,8
"CCA-LDA",3,34,4,9
"CCA-LDA",3,35,4,8
"CCA-LDA",3,36,4,9
"CCA-LDA",3,37,4,8
"CCA-LDA",3,38,4,9
"CCA-LDA",3,39,4,8
"CCA-LDA",3,40,4,9
"CCA-LDA",3,41,4,8
"CCA-LDA",3,42,4,8
"CCA-LDA",3,43,4,9
"CCA-LDA",4,1,2,7
"CCA-LDA",4,2,2,8
"CCA-LDA",4,3,4,7
"CCA-LDA",4,4,3,6
"CCA-LDA",4,5,4,6
"CCA-LDA",4,6,2,7
"CCA-LDA",4,7,2,8
"CCA-LDA",4,8,3,9
"CCA-LDA",4,9,4,7
"CCA-LDA",4,10,4,7
"CCA-LDA",4,11,4,7
"CCA-LDA",4,12,1,8
"CCA-LDA",4,13,3,6
"CCA-LDA",4,14,2,8
"CCA-LDA",4,15,2,8
"CCA-LDA",4,16,3,7
"CCA-LDA",4,17,3,8
"CCA-LDA",4,18,3,7
"CCA-LDA",4,19,2,8
"CCA-LDA",4,20,4,7
"CCA-LDA",4,21,2,8
"CCA-LDA",4,22,2,8
"CCA-LDA",4,23,4,5
"CCA-LDA",4,24,4,7
"CCA-LDA",4,25,4,7
"CCA-LDA",4,26,2,7
"CCA-LDA",4,27,4,7
"CCA-LDA",4,28,2,8
"CCA-LDA",4,29,4,7
"CCA-LDA",4,30,4,7
"CCA-LDA",4,31,4,6
"CCA-LDA",4,32,3,7
"CCA-LDA",4,33,2,7
"CCA-LDA",4,34,4,7
"CCA-LDA",4,35,3,6
"CCA-LDA",4,36,3,7
"CCA-LDA",4,37,4,7
"CCA-LDA",4,38,2,7
"CCA-LDA",4,39,2,7
"CCA-LDA",4,40,4,7
"CCA-LDA",4,41,4,7
"CCA-LDA",4,42,4,5
"CCA-LDA",4,43,4,7
"CCA-LDA",5,1,4,7
"CCA-LDA",5,2,4,7
"CCA-LDA",5,3,3,7
"CCA-LDA",5,4,3,6
"CCA-LDA",5,5,4,7
"CCA-LDA",5,6,3,7
"CCA-LDA",5,7,4,7
"CCA-LDA",5,8,3,9
"CCA-LDA",5,9,4,7
"CCA-LDA",5,10,4,7
"CCA-LDA",5,11,4,7
"CCA-LDA",5,12,1,8
"CCA-LDA",5,13,3,6
"CCA-LDA",5,14,3,8
"CCA-LDA",5,15,4,7
"CCA-LDA",5,16,4,7
"CCA-LDA",5,17,3,8
"CCA-LDA",5,18,4,7
"CCA-LDA",5,19,4,7
"CCA-LDA",5,20,4,7
"CCA-LDA",5,21,3,8
"CCA-LDA",5,22,4,7
"CCA-LDA",5,23,4,5
"CCA-LDA",5,24,4,7
"CCA-LDA",5,25,4,7
"CCA-LDA",5,26,3,7
"CCA-LDA",5,27,4,7
"CCA-LDA",5,28,3,8
"CCA-LDA",5,29,4,7
"CCA-LDA",5,30,4,7
"CCA-LDA",5,31,4,6
"CCA-LDA",5,32,4,7
"CCA-LDA",5,33,2,7
"CCA-LDA",5,34,4,7
"CCA-LDA",5,35,4,7
"CCA-LDA",5,36,4,7
"CCA-LDA",5,37,4,7
"CCA-LDA",5,38,3,7
"CCA-LDA",5,39,3,7
"CCA-LDA",5,40,4,7
"CCA-LDA",5,41,4,7
"CCA-LDA",5,42,4,5
"CCA-LDA",5,43,4,7
"CCA-LDA",6,1,3,3
"CCA-LDA",6,2,4,4
"CCA-LDA",6,3,4,3
"CCA-LDA",6,4,3,4
"CCA-LDA",6,5,3,3
"CCA-LDA",6,6,3,3
"CCA-LDA",6,7,4,4
"CCA-LDA",6,8,2,4
"CCA-LDA",6,9,4,4
"CCA-LDA",6,10,3,4
"CCA-LDA",6,11,3,4
"CCA-LDA",6,12,1,3
"CCA-LDA",6,13,2,4
"CCA-LDA",6,14,4,4
"CCA-LDA",6,15,3,4
"CCA-LDA",6,16,3,4
"CCA-LDA",6,17,3,4
"CCA-LDA",6,18,3,4
"CCA-LDA",6,19,4,4
"CCA-LDA",6,20,4,4
"CCA-LDA",6,21,4,4
"CCA-LDA",6,22,4,4
"CCA-LDA",6,23,4,4
"CCA-LDA",6,24,4,4
"CCA-LDA",6,25,4,4
"CCA-LDA",6,26,4,3
"CCA-LDA",6,27,4,4
"CCA-LDA",6,28,4,4
"CCA-LDA",6,29,4,4
"CCA-LDA",6,30,4,4
"CCA-LDA",6,31,3,4
"CCA-LDA",6,32,4,4
"CCA-LDA",6,33,5,3
"CCA-LDA",6,34,4,4
"CCA-LDA",6,35,3,4
"CCA-LDA",6,36,4,4
"CCA-LDA",6,37,3,3
"CCA-LDA",6,38,2,3
"CCA-LDA",6,39,4,4
"CCA-LDA",6,40,4,4
"CCA-LDA",6,41,3,4
"CCA-LDA",6,42,2,3
"CCA-LDA",6,43,4,4
"CCA-LDA",7,1,2,4
"CCA-LDA",7,2,4,4
"CCA-LDA",7,3,5,3
"CCA-LDA",7,4,3,3
"CCA-LDA",7,5,3,3
"CCA-LDA",7,6,3,3
"CCA-LDA",7,7,4,3
"CCA-LDA",7,8,2,3
"CCA-LDA",7,9,3,3
"CCA-LDA",7,10,3,3
"CCA-LDA",7,11,3,4
"CCA-LDA",7,12,2,4
"CCA-LDA",7,13,2,4
"CCA-LDA",7,14,3,3
"CCA-LDA",7,15,3,4
"CCA-LDA",7,16,3,3
"CCA-LDA",7,17,4,3
"CCA-LDA",7,18,3,4
"CCA-LDA",7,19,3,3
"CCA-LDA",7,20,4,3
"CCA-LDA",7,21,3,3
"CCA-LDA",7,22,3,3
"CCA-LDA",7,23,4,3
"CCA-LDA",7,24,4,3
"CCA-LDA",7,25,3,3
"CCA-LDA",7,26,3,2
"CCA-LDA",7,27,3,3
"CCA-LDA",7,28,3,3
"CCA-LDA",7,29,3,3
"CCA-LDA",7,30,4,4
"CCA-LDA",7,31,3,3
"CCA-LDA",7,32,3,3
"CCA-LDA",7,33,4,3
"CCA-LDA",7,34,3,3
"CCA-LDA",7,35,4,3
"CCA-LDA",7,36,3,3
"CCA-LDA",7,37,3,3
"CCA-LDA",7,38,5,3
"CCA-LDA",7,39,3,3
"CCA-LDA",7,40,3,3
"CCA-LDA",7,41,3,4
"CCA-LDA",7,42,2,3
"CCA-LDA",7,43,5,3
"CCA-LDA",8,1,1,3
"CCA-LDA",8,2,2,4
"CCA-LDA",8,3,2,3
"CCA-LDA",8,4,2,3
"CCA-LDA",8,5,2,3
"CCA-LDA",8,6,1,3
"CCA-LDA",8,7,1,3
"CCA-LDA",8,8,1,5
"CCA-LDA",8,9,1,3
"CCA-LDA",8,10,1,3
"CCA-LDA",8,11,2,4
"CCA-LDA",8,12,1,2
"CCA-LDA",8,13,1,4
"CCA-LDA",8,14,1,3
"CCA-LDA",8,15,1,3
"CCA-LDA",8,16,1,3
"CCA-LDA",8,17,2,3
"CCA-LDA",8,18,1,3
"CCA-LDA",8,19,1,3
"CCA-LDA",8,20,3,3
"CCA-LDA",8,21,1,3
"CCA-LDA",8,22,1,3
"CCA-LDA",8,23,3,3
"CCA-LDA",8,24,1,3
"CCA-LDA",8,25,1,3
"CCA-LDA",8,26,1,2
"CCA-LDA",8,27,1,3
"CCA-LDA",8,28,1,3
"CCA-LDA",8,29,2,3
"CCA-LDA",8,30,2,3
"CCA-LDA",8,31,1,3
"CCA-LDA",8,32,1,3
"CCA-LDA",8,33,2,3
"CCA-LDA",8,34,1,3
"CCA-LDA",8,35,2,3
"CCA-LDA",8,36,1,3
"CCA-LDA",8,37,1,3
"CCA-LDA",8,38,1,3
"CCA-LDA",8,39,1,3
"CCA-LDA",8,40,1,3
"CCA-LDA",8,41,2,4
"CCA-LDA",8,42,2,3
"CCA-LDA",8,43,2,3
"CCA-LDA",9,1,1,3
"CCA-LDA",9,2,2,4
"CCA-LDA",9,3,2,3
"CCA-LDA",9,4,2,3
"CCA-LDA",9,5,3,3
"CCA-LDA",9,6,2,3
"CCA-LDA",9,7,2,3
"CCA-LDA",9,8,1,4
"CCA-LDA",9,9,2,3
"CCA-LDA",9,10,2,3
"CCA-LDA",9,11,2,3
"CCA-LDA",9,12,1,5
"CCA-LDA",9,13,1,3
"CCA-LDA",9,14,2,3
"CCA-LDA",9,15,2,3
"CCA-LDA",9,16,2,3
"CCA-LDA",9,17,2,3
"CCA-LDA",9,18,2,3
"CCA-LDA",9,19,2,3
"CCA-LDA",9,20,2,3
"CCA-LDA",9,21,2,3
"CCA-LDA",9,22,2,3
"CCA-LDA",9,23,2,3
"CCA-LDA",9,24,2,3
"CCA-LDA",9,25,2,3
"CCA-LDA",9,26,2,2
"CCA-LDA",9,27,2,3
"CCA-LDA",9,28,2,3
"CCA-LDA",9,29,2,3
"CCA-LDA",9,30,2,3
"CCA-LDA",9,31,2,3
"CCA-LDA",9,32,2,3
"CCA-LDA",9,33,2,3
"CCA-LDA",9,34,2,3
"CCA-LDA",9,35,2,3
"CCA-LDA",9,36,2,3
"CCA-LDA",9,37,2,2
"CCA-LDA",9,38,2,3
"CCA-LDA",9,39,2,3
"CCA-LDA",9,40,2,3
"CCA-LDA",9,41,2,3
"CCA-LDA",9,42,2,3
"CCA-LDA",9,43,2,3
"CCA-LDA",10,1,1,3
"CCA-LDA",10,2,1,2
"CCA-LDA",10,3,1,3
"CCA-LDA",10,4,2,2
"CCA-LDA",10,5,4,2
"CCA-LDA",10,6,1,2
"CCA-LDA",10,7,2,2
"CCA-LDA",10,8,1,3
"CCA-LDA",10,9,2,3
"CCA-LDA",10,10,2,3
"CCA-LDA",10,11,2,2
"CCA-LDA",10,12,1,4
"CCA-LDA",10,13,1,3
"CCA-LDA",10,14,2,3
"CCA-LDA",10,15,2,3
"CCA-LDA",10,16,2,3
"CCA-LDA",10,17,2,3
"CCA-LDA",10,18,2,2
"CCA-LDA",10,19,2,3
"CCA-LDA",10,20,2,3
"CCA-LDA",10,21,2,3
"CCA-LDA",10,22,2,2
"CCA-LDA",10,23,2,3
"CCA-LDA",10,24,2,2
"CCA-LDA",10,25,2,2
"CCA-LDA",10,26,2,2
"CCA-LDA",10,27,2,3
"CCA-LDA",10,28,2,3
"CCA-LDA",10,29,2,2
"CCA-LDA",10,30,2,3
"CCA-LDA",10,31,2,2
"CCA-LDA",10,32,2,3
"CCA-LDA",10,33,1,3
"CCA-LDA",10,34,2,2
"CCA-LDA",10,35,2,3
"CCA-LDA",10,36,2,3
"CCA-LDA",10,37,2,2
"CCA-LDA",10,38,1,3
"CCA-LDA",10,39,2,3
"CCA-LDA",10,40,2,2
"CCA-LDA",10,41,2,2
"CCA-LDA",10,42,2,3
"CCA-LDA",10,43,2,2
"CCA-LDA",11,1,0,3
"CCA-LDA",11,2,0,3
"CCA-LDA",11,3,1,3
"CCA-LDA",11,4,0,3
"CCA-LDA",11,5,0,4
"CCA-LDA",11,6,1,3
"CCA-LDA",11,7,1,3
"CCA-LDA",11,8,0,5
"CCA-LDA",11,9,1,3
"CCA-LDA",11,10,0,3
"CCA-LDA",11,11,0,3
"CCA-LDA",11,12,1,3
"CCA-LDA",11,13,1,4
"CCA-LDA",11,14,1,3
"CCA-LDA",11,15,0,3
"CCA-LDA",11,16,0,3
"CCA-LDA",11,17,0,2
"CCA-LDA",11,18,0,3
"CCA-LDA",11,19,1,3
"CCA-LDA",11,20,1,3
"CCA-LDA",11,21,1,3
"CCA-LDA",11,22,1,3
"CCA-LDA",11,23,1,3
"CCA-LDA",11,24,0,2
"CCA-LDA",11,25,1,3
"CCA-LDA",11,26,1,3
"CCA-LDA",11,27,1,3
"CCA-LDA",11,28,1,3
"CCA-LDA",11,29,1,3
"CCA-LDA",11,30,1,3
"CCA-LDA",11,31,0,3
"CCA-LDA",11,32,1,3
"CCA-LDA",11,33,1,3
"CCA-LDA",11,34,1,3
"CCA-LDA",11,35,1,2
"CCA-LDA",11,36,1,3
"CCA-LDA",11,37,1,3
"CCA-LDA",11,38,1,2
"CCA-LDA",11,39,1,3
"CCA-LDA",11,40,1,3
"CCA-LDA",11,41,0,4
"CCA-LDA",11,42,1,3
"CCA-LDA",11,43,1,3
"CCA-LDA",12,1,0,2
"CCA-LDA",12,2,1,2
"CCA-LDA",12,3,1,2
"CCA-LDA",12,4,1,3
"CCA-LDA",12,5,1,2
"CCA-LDA",12,6,1,3
"CCA-LDA",12,7,1,3
"CCA-LDA",12,8,0,2
"CCA-LDA",12,9,1,3
"CCA-LDA",12,10,1,3
"CCA-LDA",12,11,1,3
"CCA-LDA",12,12,1,3
"CCA-LDA",12,13,0,2
"CCA-LDA",12,14,1,3
"CCA-LDA",12,15,1,3
"CCA-LDA",12,16,1,3
"CCA-LDA",12,17,1,2
"CCA-LDA",12,18,1,3
"CCA-LDA",12,19,1,3
"CCA-LDA",12,20,1,3
"CCA-LDA",12,21,1,3
"CCA-LDA",12,22,1,3
"CCA-LDA",12,23,1,3
"CCA-LDA",12,24,1,3
"CCA-LDA",12,25,1,3
"CCA-LDA",12,26,1,3
"CCA-LDA",12,27,1,3
"CCA-LDA",12,28,1,3
"CCA-LDA",12,29,1,3
"CCA-LDA",12,30,1,3
"CCA-LDA",12,31,1,3
"CCA-LDA",12,32,1,3
"CCA-LDA",12,33,1,3
"CCA-LDA",12,34,1,3
"CCA-LDA",12,35,1,2
"CCA-LDA",12,36,1,3
"CCA-LDA",12,37,1,3
"CCA-LDA",12,38,0,2
"CCA-LDA",12,39,1,3
"CCA-LDA",12,40,1,3
"CCA-LDA",12,41,1,2
"CCA-LDA",12,42,1,3
"CCA-LDA",12,43,1,3
"CCA-LDA",13,1,0,2
"CCA-LDA",13,2,1,0
"CCA-LDA",13,3,1,2
"CCA-LDA",13,4,1,1
"CCA-LDA",13,5,1,1
"CCA-LDA",13,6,1,1
"CCA-LDA",13,7,1,1
"CCA-LDA",13,8,0,2
"CCA-LDA",13,9,1,1
"CCA-LDA",13,10,0,1
"CCA-LDA",13,11,1,2
"CCA-LDA",13,12,1,1
"CCA-LDA",13,13,0,1
"CCA-LDA",13,14,1,1
"CCA-LDA",13,15,1,2
"CCA-LDA",13,16,1,2
"CCA-LDA",13,17,1,2
"CCA-LDA",13,18,1,1
"CCA-LDA",13,19,1,1
"CCA-LDA",13,20,1,1
"CCA-LDA",13,21,1,1
"CCA-LDA",13,22,1,1
"CCA-LDA",13,23,1,1
"CCA-LDA",13,24,1,0
"CCA-LDA",13,25,1,1
"CCA-LDA",13,26,1,1
"CCA-LDA",13,27,1,1
"CCA-LDA",13,28,1,1
"CCA-LDA",13,29,1,1
"CCA-LDA",13,30,1,1
"CCA-LDA",13,31,1,2
"CCA-LDA",13,32,1,1
"CCA-LDA",13,33,1,1
"CCA-LDA",13,34,1,1
"CCA-LDA",13,35,1,0
"CCA-LDA",13,36,1,1
"CCA-LDA",13,37,1,1
"CCA-LDA",13,38,1,2
"CCA-LDA",13,39,1,1
"CCA-LDA",13,40,1,1
"CCA-LDA",13,41,1,1
"CCA-LDA",13,42,1,1
"CCA-LDA",13,43,1,1
"CCA-LDA",14,1,0,1
"CCA-LDA",14,2,1,0
"CCA-LDA",14,3,1,1
"CCA-LDA",14,4,1,1
"CCA-LDA",14,5,1,1
"CCA-LDA",14,6,1,1
"CCA-LDA",14,7,1,1
"CCA-LDA",14,8,1,2
"CCA-LDA",14,9,1,1
"CCA-LDA",14,10,1,1
"CCA-LDA",14,11,1,1
"CCA-LDA",14,12,1,1
"CCA-LDA",14,13,0,1
"CCA-LDA",14,14,1,1
"CCA-LDA",14,15,1,2
"CCA-LDA",14,16,1,1
"CCA-LDA",14,17,1,1
"CCA-LDA",14,18,1,1
"CCA-LDA",14,19,1,1
"CCA-LDA",14,20,1,1
"CCA-LDA",14,21,1,1
"CCA-LDA",14,22,1,1
"CCA-LDA",14,23,1,1
"CCA-LDA",14,24,1,0
"CCA-LDA",14,25,1,1
"CCA-LDA",14,26,1,1
"CCA-LDA",14,27,1,1
"CCA-LDA",14,28,1,1
"CCA-LDA",14,29,1,1
"CCA-LDA",14,30,1,1
"CCA-LDA",14,31,1,2
"CCA-LDA",14,32,1,1
"CCA-LDA",14,33,1,1
"CCA-LDA",14,34,1,1
"CCA-LDA",14,35,1,0
"CCA-LDA",14,36,1,1
"CCA-LDA",14,37,1,1
"CCA-LDA",14,38,1,1
"CCA-LDA",14,39,1,1
"CCA-LDA",14,40,1,1
"CCA-LDA",14,41,1,1
"CCA-LDA",14,42,1,1
"CCA-LDA",14,43,1,1
"CCA-LDA",15,1,0,2
"CCA-LDA",15,2,1,0
"CCA-LDA",15,3,1,1
"CCA-LDA",15,4,1,1
"CCA-LDA",15,5,1,1
"CCA-LDA",15,6,1,0
"CCA-LDA",15,7,1,1
"CCA-LDA",15,8,0,1
"CCA-LDA",15,9,1,1
"CCA-LDA",15,10,0,1
"CCA-LDA",15,11,1,1
"CCA-LDA",15,12,1,1
"CCA-LDA",15,13,0,1
"CCA-LDA",15,14,1,1
"CCA-LDA",15,15,1,2
"CCA-LDA",15,16,1,1
"CCA-LDA",15,17,1,1
"CCA-LDA",15,18,1,1
"CCA-LDA",15,19,1,1
"CCA-LDA",15,20,1,1
"CCA-LDA",15,21,1,1
"CCA-LDA",15,22,1,0
"CCA-LDA",15,23,1,2
"CCA-LDA",15,24,1,0
"CCA-LDA",15,25,1,1
"CCA-LDA",15,26,1,1
"CCA-LDA",15,27,1,1
"CCA-LDA",15,28,1,1
"CCA-LDA",15,29,1,1
"CCA-LDA",15,30,1,1
"CCA-LDA",15,31,1,1
"CCA-LDA",15,32,1,1
"CCA-LDA",15,33,1,1
"CCA-LDA",15,34,1,1
"CCA-LDA",15,35,1,1
"CCA-LDA",15,36,1,1
"CCA-LDA",15,37,1,1
"CCA-LDA",15,38,1,1
"CCA-LDA",15,39,1,1
"CCA-LDA",15,40,1,1
"CCA-LDA",15,41,1,0
"CCA-LDA",15,42,1,1
"CCA-LDA",15,43,1,0
"CCA-LDA",16,1,0,0
"CCA-LDA",16,2,1,0
"CCA-LDA",16,3,1,0
"CCA-LDA",16,4,1,0
"CCA-LDA",16,5,1,0
"CCA-LDA",16,6,0,0
"CCA-LDA",16,7,1,0
"CCA-LDA",16,8,0,0
"CCA-LDA",16,9,1,0
"CCA-LDA",16,10,0,0
"CCA-LDA",16,11,1,0
"CCA-LDA",16,12,1,0
"CCA-LDA",16,13,0,0
"CCA-LDA",16,14,0,0
"CCA-LDA",16,15,0,0
"CCA-LDA",16,16,1,0
"CCA-LDA",16,17,1,0
"CCA-LDA",16,18,1,0
"CCA-LDA",16,19,1,0
"CCA-LDA",16,20,1,0
"CCA-LDA",16,21,1,0
"CCA-LDA",16,22,1,0
"CCA-LDA",16,23,1,0
"CCA-LDA",16,24,0,0
"CCA-LDA",16,25,1,0
"CCA-LDA",16,26,1,0
"CCA-LDA",16,27,1,0
"CCA-LDA",16,28,1,0
"CCA-LDA",16,29,1,0
"CCA-LDA",16,30,1,0
"CCA-LDA",16,31,0,0
"CCA-LDA",16,32,1,0
"CCA-LDA",16,33,1,0
"CCA-LDA",16,34,1,0
"CCA-LDA",16,35,1,0
"CCA-LDA",16,36,1,0
"CCA-LDA",16,37,1,0
"CCA-LDA",16,38,1,0
"CCA-LDA",16,39,1,0
"CCA-LDA",16,40,1,0
"CCA-LDA",16,41,1,0
"CCA-LDA",16,42,1,0
"CCA-LDA",16,43,0,0
"CCA-LDA",17,1,0,0
"CCA-LDA",17,2,0,0
"CCA-LDA",17,3,0,0
"CCA-LDA",17,4,1,0
"CCA-LDA",17,5,0,0
"CCA-LDA",17,6,0,0
"CCA-LDA",17,7,1,0
"CCA-LDA",17,8,0,0
"CCA-LDA",17,9,1,0
"CCA-LDA",17,10,0,0
"CCA-LDA",17,11,1,0
"CCA-LDA",17,12,1,0
"CCA-LDA",17,13,0,0
"CCA-LDA",17,14,0,0
"CCA-LDA",17,15,0,0
"CCA-LDA",17,16,0,0
