"obs","n.dims","clas.assigned","clas.true"
11,21,TRUE,TRUE
12,21,TRUE,TRUE
13,21,TRUE,TRUE
14,21,TRUE,TRUE
15,21,TRUE,TRUE
16,21,TRUE,TRUE
17,21,FALSE,FALSE
18,21,FALSE,FALSE
19,21,FALSE,FALSE
20,21,FALSE,FALSE
21,21,FALSE,FALSE
22,21,FALSE,FALSE
23,21,FALSE,FALSE
24,21,FALSE,FALSE
25,21,FALSE,FALSE
26,21,FALSE,FALSE
27,21,FALSE,FALSE
28,21,FALSE,FALSE
29,21,FALSE,FALSE
30,21,FALSE,FALSE
31,21,FALSE,FALSE
32,21,FALSE,FALSE
33,21,FALSE,FALSE
34,21,FALSE,FALSE
35,21,FALSE,FALSE
36,21,FALSE,FALSE
37,21,FALSE,FALSE
38,21,FALSE,FALSE
39,21,FALSE,FALSE
40,21,FALSE,FALSE
41,21,FALSE,FALSE
42,21,FALSE,FALSE
43,21,FALSE,FALSE
1,22,TRUE,TRUE
2,22,TRUE,TRUE
3,22,TRUE,TRUE
4,22,TRUE,TRUE
5,22,TRUE,TRUE
6,22,TRUE,TRUE
7,22,TRUE,TRUE
8,22,TRUE,TRUE
9,22,TRUE,TRUE
10,22,TRUE,TRUE
11,22,TRUE,TRUE
12,22,TRUE,TRUE
13,22,TRUE,TRUE
14,22,TRUE,TRUE
15,22,TRUE,TRUE
16,22,TRUE,TRUE
17,22,FALSE,FALSE
18,22,FALSE,FALSE
19,22,FALSE,FALSE
20,22,FALSE,FALSE
21,22,FALSE,FALSE
22,22,FALSE,FALSE
23,22,FALSE,FALSE
24,22,FALSE,FALSE
25,22,FALSE,FALSE
26,22,FALSE,FALSE
27,22,FALSE,FALSE
28,22,FALSE,FALSE
29,22,FALSE,FALSE
30,22,FALSE,FALSE
31,22,FALSE,FALSE
32,22,FALSE,FALSE
33,22,FALSE,FALSE
34,22,FALSE,FALSE
35,22,FALSE,FALSE
36,22,FALSE,FALSE
37,22,FALSE,FALSE
38,22,FALSE,FALSE
39,22,FALSE,FALSE
40,22,FALSE,FALSE
41,22,FALSE,FALSE
42,22,FALSE,FALSE
43,22,FALSE,FALSE
1,23,TRUE,TRUE
2,23,TRUE,TRUE
3,23,TRUE,TRUE
4,23,TRUE,TRUE
5,23,TRUE,TRUE
6,23,TRUE,TRUE
7,23,TRUE,TRUE
8,23,TRUE,TRUE
9,23,TRUE,TRUE
10,23,TRUE,TRUE
11,23,TRUE,TRUE
12,23,TRUE,TRUE
13,23,TRUE,TRUE
14,23,TRUE,TRUE
15,23,TRUE,TRUE
16,23,TRUE,TRUE
17,23,FALSE,FALSE
18,23,FALSE,FALSE
19,23,FALSE,FALSE
20,23,FALSE,FALSE
21,23,FALSE,FALSE
22,23,FALSE,FALSE
23,23,FALSE,FALSE
24,23,FALSE,FALSE
25,23,FALSE,FALSE
26,23,FALSE,FALSE
27,23,FALSE,FALSE
28,23,FALSE,FALSE
29,23,FALSE,FALSE
30,23,FALSE,FALSE
31,23,FALSE,FALSE
32,23,FALSE,FALSE
33,23,FALSE,FALSE
34,23,FALSE,FALSE
35,23,FALSE,FALSE
36,23,FALSE,FALSE
37,23,FALSE,FALSE
38,23,FALSE,FALSE
39,23,FALSE,FALSE
40,23,FALSE,FALSE
41,23,FALSE,FALSE
42,23,FALSE,FALSE
43,23,FALSE,FALSE
1,24,TRUE,TRUE
2,24,TRUE,TRUE
3,24,TRUE,TRUE
4,24,TRUE,TRUE
5,24,TRUE,TRUE
6,24,TRUE,TRUE
7,24,TRUE,TRUE
8,24,TRUE,TRUE
9,24,TRUE,TRUE
10,24,TRUE,TRUE
11,24,TRUE,TRUE
12,24,TRUE,TRUE
13,24,TRUE,TRUE
14,24,TRUE,TRUE
15,24,TRUE,TRUE
16,24,TRUE,TRUE
17,24,FALSE,FALSE
18,24,FALSE,FALSE
19,24,FALSE,FALSE
20,24,FALSE,FALSE
21,24,FALSE,FALSE
22,24,FALSE,FALSE
23,24,FALSE,FALSE
24,24,FALSE,FALSE
25,24,FALSE,FALSE
26,24,FALSE,FALSE
27,24,FALSE,FALSE
28,24,FALSE,FALSE
29,24,FALSE,FALSE
30,24,FALSE,FALSE
31,24,FALSE,FALSE
32,24,FALSE,FALSE
33,24,FALSE,FALSE
34,24,FALSE,FALSE
35,24,FALSE,FALSE
36,24,FALSE,FALSE
37,24,FALSE,FALSE
38,24,FALSE,FALSE
39,24,FALSE,FALSE
40,24,FALSE,FALSE
41,24,FALSE,FALSE
42,24,FALSE,FALSE
43,24,FALSE,FALSE
1,25,TRUE,TRUE
2,25,TRUE,TRUE
3,25,TRUE,TRUE
4,25,TRUE,TRUE
5,25,TRUE,TRUE
6,25,TRUE,TRUE
7,25,TRUE,TRUE
8,25,TRUE,TRUE
9,25,TRUE,TRUE
10,25,TRUE,TRUE
11,25,TRUE,TRUE
12,25,TRUE,TRUE
13,25,TRUE,TRUE
14,25,TRUE,TRUE
15,25,TRUE,TRUE
16,25,TRUE,TRUE
17,25,FALSE,FALSE
18,25,FALSE,FALSE
19,25,FALSE,FALSE
20,25,FALSE,FALSE
21,25,FALSE,FALSE
22,25,FALSE,FALSE
23,25,FALSE,FALSE
24,25,FALSE,FALSE
25,25,FALSE,FALSE
26,25,FALSE,FALSE
27,25,FALSE,FALSE
28,25,FALSE,FALSE
29,25,FALSE,FALSE
30,25,FALSE,FALSE
31,25,FALSE,FALSE
32,25,FALSE,FALSE
33,25,FALSE,FALSE
34,25,FALSE,FALSE
35,25,FALSE,FALSE
36,25,FALSE,FALSE
37,25,FALSE,FALSE
38,25,FALSE,FALSE
39,25,FALSE,FALSE
40,25,FALSE,FALSE
41,25,FALSE,FALSE
42,25,FALSE,FALSE
43,25,FALSE,FALSE
1,26,TRUE,TRUE
2,26,TRUE,TRUE
3,26,TRUE,TRUE
4,26,TRUE,TRUE
5,26,TRUE,TRUE
6,26,TRUE,TRUE
7,26,TRUE,TRUE
8,26,TRUE,TRUE
9,26,TRUE,TRUE
10,26,TRUE,TRUE
11,26,TRUE,TRUE
12,26,TRUE,TRUE
13,26,TRUE,TRUE
14,26,TRUE,TRUE
15,26,TRUE,TRUE
16,26,TRUE,TRUE
17,26,FALSE,FALSE
18,26,FALSE,FALSE
19,26,FALSE,FALSE
20,26,FALSE,FALSE
21,26,FALSE,FALSE
22,26,FALSE,FALSE
23,26,FALSE,FALSE
24,26,FALSE,FALSE
25,26,FALSE,FALSE
26,26,FALSE,FALSE
27,26,FALSE,FALSE
28,26,FALSE,FALSE
29,26,FALSE,FALSE
30,26,FALSE,FALSE
31,26,FALSE,FALSE
32,26,FALSE,FALSE
33,26,FALSE,FALSE
34,26,FALSE,FALSE
35,26,FALSE,FALSE
36,26,FALSE,FALSE
37,26,FALSE,FALSE
38,26,FALSE,FALSE
39,26,FALSE,FALSE
40,26,FALSE,FALSE
41,26,FALSE,FALSE
42,26,FALSE,FALSE
43,26,FALSE,FALSE
1,27,TRUE,TRUE
2,27,TRUE,TRUE
3,27,TRUE,TRUE
4,27,TRUE,TRUE
5,27,TRUE,TRUE
6,27,TRUE,TRUE
7,27,TRUE,TRUE
8,27,TRUE,TRUE
9,27,TRUE,TRUE
10,27,TRUE,TRUE
11,27,TRUE,TRUE
12,27,TRUE,TRUE
13,27,TRUE,TRUE
14,27,TRUE,TRUE
15,27,TRUE,TRUE
16,27,TRUE,TRUE
17,27,FALSE,FALSE
18,27,FALSE,FALSE
19,27,FALSE,FALSE
20,27,FALSE,FALSE
21,27,FALSE,FALSE
22,27,FALSE,FALSE
23,27,FALSE,FALSE
24,27,FALSE,FALSE
25,27,FALSE,FALSE
26,27,FALSE,FALSE
27,27,FALSE,FALSE
28,27,FALSE,FALSE
29,27,FALSE,FALSE
30,27,FALSE,FALSE
31,27,FALSE,FALSE
32,27,FALSE,FALSE
33,27,FALSE,FALSE
34,27,FALSE,FALSE
35,27,FALSE,FALSE
36,27,FALSE,FALSE
37,27,FALSE,FALSE
38,27,FALSE,FALSE
39,27,FALSE,FALSE
40,27,FALSE,FALSE
41,27,FALSE,FALSE
42,27,FALSE,FALSE
43,27,FALSE,FALSE
1,28,TRUE,TRUE
2,28,TRUE,TRUE
3,28,TRUE,TRUE
4,28,TRUE,TRUE
5,28,TRUE,TRUE
6,28,TRUE,TRUE
7,28,TRUE,TRUE
8,28,TRUE,TRUE
9,28,TRUE,TRUE
10,28,TRUE,TRUE
11,28,TRUE,TRUE
12,28,TRUE,TRUE
13,28,TRUE,TRUE
14,28,TRUE,TRUE
15,28,TRUE,TRUE
16,28,TRUE,TRUE
17,28,FALSE,FALSE
18,28,FALSE,FALSE
19,28,FALSE,FALSE
20,28,FALSE,FALSE
21,28,FALSE,FALSE
22,28,FALSE,FALSE
23,28,FALSE,FALSE
24,28,FALSE,FALSE
25,28,FALSE,FALSE
26,28,FALSE,FALSE
27,28,FALSE,FALSE
28,28,FALSE,FALSE
29,28,FALSE,FALSE
30,28,FALSE,FALSE
31,28,FALSE,FALSE
32,28,FALSE,FALSE
33,28,FALSE,FALSE
34,28,FALSE,FALSE
35,28,FALSE,FALSE
36,28,FALSE,FALSE
37,28,FALSE,FALSE
38,28,FALSE,FALSE
39,28,FALSE,FALSE
40,28,FALSE,FALSE
41,28,FALSE,FALSE
42,28,FALSE,FALSE
43,28,FALSE,FALSE
1,29,TRUE,TRUE
2,29,TRUE,TRUE
3,29,TRUE,TRUE
4,29,TRUE,TRUE
5,29,TRUE,TRUE
6,29,TRUE,TRUE
7,29,TRUE,TRUE
8,29,TRUE,TRUE
9,29,TRUE,TRUE
10,29,TRUE,TRUE
11,29,TRUE,TRUE
12,29,TRUE,TRUE
13,29,TRUE,TRUE
14,29,TRUE,TRUE
15,29,TRUE,TRUE
16,29,TRUE,TRUE
17,29,FALSE,FALSE
18,29,FALSE,FALSE
19,29,FALSE,FALSE
20,29,FALSE,FALSE
21,29,FALSE,FALSE
22,29,FALSE,FALSE
23,29,FALSE,FALSE
24,29,FALSE,FALSE
25,29,FALSE,FALSE
26,29,FALSE,FALSE
27,29,FALSE,FALSE
28,29,FALSE,FALSE
29,29,FALSE,FALSE
30,29,FALSE,FALSE
31,29,FALSE,FALSE
32,29,FALSE,FALSE
33,29,FALSE,FALSE
34,29,FALSE,FALSE
35,29,FALSE,FALSE
36,29,FALSE,FALSE
37,29,FALSE,FALSE
38,29,FALSE,FALSE
39,29,FALSE,FALSE
40,29,FALSE,FALSE
41,29,FALSE,FALSE
42,29,FALSE,FALSE
43,29,FALSE,FALSE
1,30,TRUE,TRUE
2,30,TRUE,TRUE
3,30,TRUE,TRUE
4,30,TRUE,TRUE
5,30,TRUE,TRUE
6,30,TRUE,TRUE
7,30,TRUE,TRUE
8,30,TRUE,TRUE
9,30,TRUE,TRUE
10,30,TRUE,TRUE
11,30,TRUE,TRUE
12,30,TRUE,TRUE
13,30,TRUE,TRUE
14,30,TRUE,TRUE
15,30,TRUE,TRUE
16,30,TRUE,TRUE
17,30,FALSE,FALSE
18,30,FALSE,FALSE
19,30,FALSE,FALSE
20,30,FALSE,FALSE
21,30,FALSE,FALSE
22,30,FALSE,FALSE
23,30,FALSE,FALSE
24,30,FALSE,FALSE
25,30,FALSE,FALSE
26,30,FALSE,FALSE
27,30,FALSE,FALSE
28,30,FALSE,FALSE
29,30,FALSE,FALSE
30,30,FALSE,FALSE
31,30,FALSE,FALSE
32,30,FALSE,FALSE
33,30,FALSE,FALSE
34,30,FALSE,FALSE
35,30,FALSE,FALSE
36,30,FALSE,FALSE
37,30,FALSE,FALSE
38,30,FALSE,FALSE
39,30,FALSE,FALSE
40,30,FALSE,FALSE
41,30,FALSE,FALSE
42,30,FALSE,FALSE
43,30,FALSE,FALSE
1,31,TRUE,TRUE
2,31,TRUE,TRUE
3,31,TRUE,TRUE
4,31,TRUE,TRUE
5,31,TRUE,TRUE
6,31,TRUE,TRUE
7,31,TRUE,TRUE
8,31,TRUE,TRUE
9,31,TRUE,TRUE
10,31,TRUE,TRUE
11,31,TRUE,TRUE
12,31,TRUE,TRUE
13,31,TRUE,TRUE
14,31,TRUE,TRUE
15,31,TRUE,TRUE
16,31,TRUE,TRUE
17,31,FALSE,FALSE
18,31,FALSE,FALSE
19,31,FALSE,FALSE
20,31,FALSE,FALSE
21,31,FALSE,FALSE
22,31,FALSE,FALSE
23,31,FALSE,FALSE
24,31,FALSE,FALSE
25,31,FALSE,FALSE
26,31,FALSE,FALSE
27,31,FALSE,FALSE
28,31,FALSE,FALSE
29,31,FALSE,FALSE
30,31,FALSE,FALSE
31,31,FALSE,FALSE
32,31,FALSE,FALSE
33,31,FALSE,FALSE
34,31,FALSE,FALSE
35,31,FALSE,FALSE
36,31,FALSE,FALSE
37,31,FALSE,FALSE
38,31,FALSE,FALSE
39,31,FALSE,FALSE
40,31,FALSE,FALSE
41,31,FALSE,FALSE
42,31,FALSE,FALSE
43,31,FALSE,FALSE
1,32,TRUE,TRUE
2,32,TRUE,TRUE
3,32,TRUE,TRUE
4,32,TRUE,TRUE
5,32,TRUE,TRUE
6,32,TRUE,TRUE
7,32,TRUE,TRUE
8,32,TRUE,TRUE
9,32,TRUE,TRUE
10,32,TRUE,TRUE
11,32,TRUE,TRUE
12,32,TRUE,TRUE
13,32,TRUE,TRUE
14,32,TRUE,TRUE
15,32,TRUE,TRUE
16,32,TRUE,TRUE
17,32,FALSE,FALSE
18,32,FALSE,FALSE
19,32,FALSE,FALSE
20,32,FALSE,FALSE
21,32,FALSE,FALSE
22,32,FALSE,FALSE
23,32,FALSE,FALSE
24,32,FALSE,FALSE
25,32,FALSE,FALSE
26,32,FALSE,FALSE
27,32,FALSE,FALSE
28,32,FALSE,FALSE
29,32,FALSE,FALSE
30,32,FALSE,FALSE
31,32,FALSE,FALSE
32,32,FALSE,FALSE
33,32,FALSE,FALSE
34,32,FALSE,FALSE
35,32,FALSE,FALSE
36,32,FALSE,FALSE
37,32,FALSE,FALSE
38,32,FALSE,FALSE
39,32,FALSE,FALSE
40,32,FALSE,FALSE
41,32,FALSE,FALSE
42,32,FALSE,FALSE
43,32,FALSE,FALSE
1,33,TRUE,TRUE
2,33,TRUE,TRUE
3,33,TRUE,TRUE
4,33,TRUE,TRUE
5,33,TRUE,TRUE
6,33,TRUE,TRUE
7,33,TRUE,TRUE
8,33,TRUE,TRUE
9,33,TRUE,TRUE
10,33,TRUE,TRUE
11,33,TRUE,TRUE
12,33,TRUE,TRUE
13,33,TRUE,TRUE
14,33,TRUE,TRUE
15,33,TRUE,TRUE
16,33,TRUE,TRUE
17,33,FALSE,FALSE
18,33,FALSE,FALSE
19,33,FALSE,FALSE
20,33,FALSE,FALSE
21,33,FALSE,FALSE
22,33,FALSE,FALSE
23,33,FALSE,FALSE
24,33,FALSE,FALSE
25,33,FALSE,FALSE
26,33,FALSE,FALSE
27,33,FALSE,FALSE
28,33,FALSE,FALSE
29,33,FALSE,FALSE
30,33,FALSE,FALSE
31,33,FALSE,FALSE
32,33,FALSE,FALSE
33,33,FALSE,FALSE
34,33,FALSE,FALSE
35,33,FALSE,FALSE
36,33,FALSE,FALSE
37,33,FALSE,FALSE
38,33,FALSE,FALSE
39,33,FALSE,FALSE
40,33,FALSE,FALSE
41,33,FALSE,FALSE
42,33,FALSE,FALSE
43,33,FALSE,FALSE
1,34,TRUE,TRUE
2,34,TRUE,TRUE
3,34,TRUE,TRUE
4,34,TRUE,TRUE
5,34,TRUE,TRUE
6,34,TRUE,TRUE
7,34,TRUE,TRUE
8,34,TRUE,TRUE
9,34,TRUE,TRUE
10,34,TRUE,TRUE
11,34,TRUE,TRUE
12,34,TRUE,TRUE
13,34,TRUE,TRUE
14,34,TRUE,TRUE
15,34,TRUE,TRUE
16,34,TRUE,TRUE
17,34,FALSE,FALSE
18,34,FALSE,FALSE
19,34,FALSE,FALSE
20,34,FALSE,FALSE
21,34,FALSE,FALSE
22,34,FALSE,FALSE
23,34,FALSE,FALSE
24,34,FALSE,FALSE
25,34,FALSE,FALSE
26,34,FALSE,FALSE
27,34,FALSE,FALSE
28,34,FALSE,FALSE
29,34,FALSE,FALSE
30,34,FALSE,FALSE
31,34,FALSE,FALSE
32,34,FALSE,FALSE
33,34,FALSE,FALSE
34,34,FALSE,FALSE
35,34,FALSE,FALSE
36,34,FALSE,FALSE
37,34,FALSE,FALSE
38,34,FALSE,FALSE
39,34,FALSE,FALSE
40,34,FALSE,FALSE
41,34,FALSE,FALSE
42,34,FALSE,FALSE
43,34,FALSE,FALSE
1,35,TRUE,TRUE
2,35,TRUE,TRUE
3,35,TRUE,TRUE
4,35,TRUE,TRUE
5,35,TRUE,TRUE
6,35,TRUE,TRUE
7,35,TRUE,TRUE
8,35,TRUE,TRUE
9,35,TRUE,TRUE
10,35,TRUE,TRUE
11,35,TRUE,TRUE
12,35,TRUE,TRUE
13,35,TRUE,TRUE
14,35,TRUE,TRUE
15,35,TRUE,TRUE
16,35,TRUE,TRUE
17,35,FALSE,FALSE
18,35,FALSE,FALSE
19,35,FALSE,FALSE
20,35,FALSE,FALSE
21,35,FALSE,FALSE
22,35,FALSE,FALSE
23,35,FALSE,FALSE
24,35,FALSE,FALSE
25,35,FALSE,FALSE
26,35,FALSE,FALSE
27,35,FALSE,FALSE
28,35,FALSE,FALSE
29,35,FALSE,FALSE
30,35,FALSE,FALSE
31,35,FALSE,FALSE
32,35,FALSE,FALSE
33,35,FALSE,FALSE
34,35,FALSE,FALSE
35,35,FALSE,FALSE
36,35,FALSE,FALSE
37,35,FALSE,FALSE
38,35,FALSE,FALSE
39,35,FALSE,FALSE
40,35,FALSE,FALSE
41,35,FALSE,FALSE
42,35,FALSE,FALSE
43,35,FALSE,FALSE
1,36,TRUE,TRUE
2,36,TRUE,TRUE
3,36,TRUE,TRUE
4,36,TRUE,TRUE
5,36,TRUE,TRUE
6,36,TRUE,TRUE
7,36,TRUE,TRUE
8,36,TRUE,TRUE
9,36,TRUE,TRUE
10,36,TRUE,TRUE
11,36,TRUE,TRUE
12,36,TRUE,TRUE
13,36,TRUE,TRUE
14,36,TRUE,TRUE
15,36,TRUE,TRUE
16,36,TRUE,TRUE
17,36,FALSE,FALSE
18,36,FALSE,FALSE
19,36,FALSE,FALSE
20,36,FALSE,FALSE
21,36,FALSE,FALSE
22,36,FALSE,FALSE
23,36,FALSE,FALSE
24,36,FALSE,FALSE
25,36,FALSE,FALSE
26,36,FALSE,FALSE
27,36,FALSE,FALSE
28,36,FALSE,FALSE
29,36,FALSE,FALSE
30,36,FALSE,FALSE
31,36,FALSE,FALSE
32,36,FALSE,FALSE
33,36,FALSE,FALSE
34,36,FALSE,FALSE
35,36,FALSE,FALSE
36,36,FALSE,FALSE
37,36,FALSE,FALSE
38,36,FALSE,FALSE
39,36,FALSE,FALSE
40,36,FALSE,FALSE
41,36,FALSE,FALSE
42,36,FALSE,FALSE
43,36,FALSE,FALSE
1,37,TRUE,TRUE
2,37,TRUE,TRUE
3,37,TRUE,TRUE
4,37,TRUE,TRUE
5,37,TRUE,TRUE
6,37,TRUE,TRUE
7,37,TRUE,TRUE
8,37,TRUE,TRUE
9,37,TRUE,TRUE
10,37,TRUE,TRUE
11,37,TRUE,TRUE
12,37,TRUE,TRUE
13,37,TRUE,TRUE
14,37,TRUE,TRUE
15,37,TRUE,TRUE
16,37,TRUE,TRUE
17,37,FALSE,FALSE
18,37,FALSE,FALSE
19,37,FALSE,FALSE
20,37,FALSE,FALSE
21,37,FALSE,FALSE
22,37,FALSE,FALSE
23,37,FALSE,FALSE
24,37,FALSE,FALSE
25,37,FALSE,FALSE
26,37,FALSE,FALSE
27,37,FALSE,FALSE
28,37,FALSE,FALSE
29,37,FALSE,FALSE
30,37,FALSE,FALSE
31,37,FALSE,FALSE
32,37,FALSE,FALSE
33,37,FALSE,FALSE
34,37,FALSE,FALSE
35,37,FALSE,FALSE
36,37,FALSE,FALSE
37,37,FALSE,FALSE
38,37,FALSE,FALSE
39,37,FALSE,FALSE
40,37,FALSE,FALSE
41,37,FALSE,FALSE
42,37,FALSE,FALSE
43,37,FALSE,FALSE
1,38,TRUE,TRUE
2,38,TRUE,TRUE
3,38,TRUE,TRUE
4,38,TRUE,TRUE
5,38,TRUE,TRUE
6,38,TRUE,TRUE
7,38,TRUE,TRUE
8,38,TRUE,TRUE
9,38,TRUE,TRUE
10,38,TRUE,TRUE
11,38,TRUE,TRUE
12,38,TRUE,TRUE
13,38,TRUE,TRUE
14,38,TRUE,TRUE
15,38,TRUE,TRUE
16,38,TRUE,TRUE
17,38,FALSE,FALSE
18,38,FALSE,FALSE
19,38,FALSE,FALSE
20,38,FALSE,FALSE
21,38,FALSE,FALSE
22,38,FALSE,FALSE
23,38,FALSE,FALSE
24,38,FALSE,FALSE
25,38,FALSE,FALSE
26,38,FALSE,FALSE
27,38,FALSE,FALSE
28,38,FALSE,FALSE
29,38,FALSE,FALSE
30,38,FALSE,FALSE
31,38,FALSE,FALSE
32,38,FALSE,FALSE
33,38,FALSE,FALSE
34,38,FALSE,FALSE
35,38,FALSE,FALSE
36,38,FALSE,FALSE
37,38,FALSE,FALSE
38,38,FALSE,FALSE
39,38,FALSE,FALSE
40,38,FALSE,FALSE
41,38,FALSE,FALSE
42,38,FALSE,FALSE
43,38,FALSE,FALSE
1,39,TRUE,TRUE
2,39,TRUE,TRUE
3,39,TRUE,TRUE
4,39,TRUE,TRUE
5,39,TRUE,TRUE
6,39,TRUE,TRUE
7,39,TRUE,TRUE
8,39,TRUE,TRUE
9,39,TRUE,TRUE
10,39,TRUE,TRUE
11,39,TRUE,TRUE
12,39,TRUE,TRUE
13,39,TRUE,TRUE
14,39,TRUE,TRUE
15,39,TRUE,TRUE
16,39,TRUE,TRUE
17,39,FALSE,FALSE
18,39,FALSE,FALSE
19,39,FALSE,FALSE
20,39,FALSE,FALSE
21,39,FALSE,FALSE
22,39,FALSE,FALSE
23,39,FALSE,FALSE
24,39,FALSE,FALSE
25,39,FALSE,FALSE
26,39,FALSE,FALSE
27,39,FALSE,FALSE
28,39,FALSE,FALSE
29,39,FALSE,FALSE
30,39,FALSE,FALSE
31,39,FALSE,FALSE
32,39,FALSE,FALSE
33,39,FALSE,FALSE
34,39,FALSE,FALSE
35,39,FALSE,FALSE
36,39,FALSE,FALSE
37,39,FALSE,FALSE
38,39,FALSE,FALSE
39,39,FALSE,FALSE
40,39,FALSE,FALSE
41,39,FALSE,FALSE
42,39,FALSE,FALSE
43,39,FALSE,FALSE
